Name,India Risk Level,MstarId,,
Reliance Equity Opportunities Div,Moderate High Risk,F0GBR06R2X,,
Reliance Equity Opportunities Gr,Moderate High Risk,F0GBR06R2Y,,
Reliance Equity Opportunities Instl Div,Moderate High Risk,F000000JTT,,
Reliance Equity Opportunities Instl Gr,Moderate High Risk,F000000JTR,,
Reliance Equity Savings Bns,Moderate High Risk,F00000VWU4,,
Reliance Equity Savings Dir Bns,Moderate High Risk,F00000VWU5,,
Reliance Equity Savings Dir Div,Moderate High Risk,F00000VWU6,,
Reliance Equity Savings Dir Gr,Moderate High Risk,F00000VWU7,,
Reliance Equity Savings Dir Mn Div,Moderate High Risk,F00000VWU8,,
Reliance Equity Savings Dir Qly Div,Moderate High Risk,F00000VWU9,,
Reliance Equity Savings Div,Moderate High Risk,F00000VWUA,,
Reliance Equity Savings Gr,Moderate High Risk,F00000VWUB,,
Reliance Equity Savings Mn Div,Moderate High Risk,F00000VWUC,,
Reliance Equity Savings Qly Div,Moderate High Risk,F00000VWUD,,
Reliance Focused Large Cap Bns,Moderate High Risk,F0GBR06R2T,,
Reliance Focused Large Cap Dir Bns,Moderate High Risk,F00000PIBK,,
Reliance Focused Large Cap Dir Div,Moderate High Risk,F00000PD5S,,
Reliance Focused Large Cap Dir Gr,Moderate High Risk,F00000PD5Z,,
Reliance Focused Large Cap Div,Moderate High Risk,F0GBR06R2U,,
Reliance Focused Large Cap Gr,Moderate High Risk,F0GBR06R2V,,
Reliance FRF STP Dir Div,Moderate Low Risk,F00000QHEG,,
Reliance FRF STP Dir Dl Div,Moderate Low Risk,F00000PD63,,
Reliance FRF STP Dir Gr,Moderate Low Risk,F00000PD5Y,,
Reliance FRF STP Dir Mn Div,Moderate Low Risk,F00000PFJA,,
Reliance FRF STP Dir Qt Div,Moderate Low Risk,F00000PFJF,,
Reliance FRF STP Dir Wk Div,Moderate Low Risk,F00000PEQN,,
Reliance FRF STP Div,Moderate Low Risk,F00000QHH9,,
Reliance FRF STP Dl Div,Moderate Low Risk,F0GBR06R3E,,
Reliance FRF STP Gr,Moderate Low Risk,F0GBR06R3F,,
Reliance FRF STP Mn Div,Moderate Low Risk,F0GBR06R3D,,
Reliance FRF STP Qt Div,Moderate Low Risk,F00000NNOI,,
Reliance FRF STP Wk Div,Moderate Low Risk,F0GBR06R3G,,
Reliance Gilt Sec Dir Auto Cap App Div P,Moderate Risk,F00000PD67,,
Reliance Gilt Sec Dir Gr,Moderate Risk,F00000PD60,,
Reliance Gilt Sec Dir Gr Bns,Moderate Risk,F00000V4O0,,
Reliance Gilt Sec Dir Mn Div,Moderate Risk,F00000PD65,,
Reliance Gilt Sec Dir PF Auto Yr Reinv,Moderate Risk,F00000PFXS,,
Reliance Gilt Sec Direct Defined Mat Gth,Moderate Risk,F00000Q7HX,,
Reliance Gilt Sec Gr,Moderate Risk,F00000274M,,
Reliance Gilt Sec Instl Gr,Moderate Risk,F00000274K,,
Reliance Gilt Sec Instl PF Auto Cap App,Moderate Risk,F00000274P,,
Reliance Gilt Sec Mn Div,Moderate Risk,F00000274L,,
Reliance Gilt Sec PF Auto Cap App,Moderate Risk,F00000274R,,
Reliance Gilt Sec PF Auto Yr Reinv,Moderate Risk,F00000274O,,
Reliance Gilt Sec PF Dfd Mat Dt,Moderate Risk,F00000274S,,
Reliance Gilt Sec Reg Bns,Moderate Risk,F00000V3XB,,
Reliance Gold Savings Dir Div,Moderate High Risk,F00000PD62,,
Reliance Gold Savings Dir Gr,Moderate High Risk,F00000PD69,,
Reliance Gold Savings Div,Moderate High Risk,F00000MI9T,,
Reliance Gold Savings Gr,Moderate High Risk,F00000MI9S,,
Reliance Growth Bns,Moderate High Risk,F0GBR06R3S,,
Reliance Growth Dir Bns,Moderate High Risk,F00000PD64,,
Reliance Growth Dir Div,Moderate High Risk,F00000PD6A,,
Reliance Growth Dir Gr,Moderate High Risk,F00000PD66,,
Reliance Growth Div,Moderate High Risk,F0GBR06R3T,,
Reliance Growth Gr,Moderate High Risk,F0GBR06R3U,,
Reliance Growth Instl Div,Moderate High Risk,F000000JT8,,
Reliance Income Ann Div,Moderate Risk,F0GBR06R3V,,
Reliance Income Bns,Moderate Risk,F0GBR06R3W,,
Reliance Income Dir Ann Div,Moderate Risk,F00000PD6C,,
Reliance Income Dir Bns,Moderate Risk,F00000PDVP,,
Reliance Income Dir Gr,Moderate Risk,F00000PD6B,,
Reliance Income Dir HY Div,Moderate Risk,F00000PNTU,,
Reliance Income Dir Mn Div,Moderate Risk,F00000PD68,,
Reliance Income Dir Qt Div,Moderate Risk,F00000PD6K,,
Reliance Income Gr,Moderate Risk,F0GBR06R3X,,
Reliance Income HY Div,Moderate Risk,F0GBR06R3Y,,
Reliance Income Mn Div,Moderate Risk,F0GBR06R3Z,,
Reliance Income Qt Div,Moderate Risk,F0GBR06R40,,
Reliance Index Nifty Ann Div,Moderate High Risk,F00000JS2F,,
Reliance Index Nifty Bns,Moderate High Risk,F00000JS3C,,
Reliance Index Nifty Dir Ann Div,Moderate High Risk,F00000PD6R,,
Reliance Index Nifty Dir Bns,Moderate High Risk,F00000PD6N,,
Reliance Index Nifty Dir Gr,Moderate High Risk,F00000PD6L,,
Reliance Index Nifty Dir HY Div,Moderate High Risk,F00000PD6O,,
Reliance Index Nifty Dir Qt Div,Moderate High Risk,F00000PD6Q,,
Reliance Index Nifty Gr,Moderate High Risk,F00000JS3B,,
Reliance Index Nifty HY Div,Moderate High Risk,F00000JS2E,,
Reliance Index Nifty Qt Div,Moderate High Risk,F00000JS2D,,
Reliance Index Sensex Ann Div,Moderate High Risk,F00000JS2I,,
Reliance Index Sensex Bns,Moderate High Risk,F00000JS3E,,
Reliance Index Sensex Dir Ann Div,Moderate High Risk,F00000PD6V,,
Reliance Index Sensex Dir Bns,Moderate High Risk,F00000PDWN,,
Reliance Index Sensex Dir Gr,Moderate High Risk,F00000PD6U,,
Reliance Index Sensex Dir HY Div,Moderate High Risk,F00000PD6T,,
Reliance Index Sensex Dir Qt Div,Moderate High Risk,F00000PD6W,,
Reliance Index Sensex Gr,Moderate High Risk,F00000JS3D,,
Reliance Index Sensex HY Div,Moderate High Risk,F00000JS2H,,
Reliance Index Sensex Qt Div,Moderate High Risk,F00000JS2G,,
Reliance Japan Equity Dir Div,High Risk,F00000U5VO,,
Reliance Japan Equity Dir Gr,High Risk,F00000U5VM,,
Reliance Japan Equity Dir Gr Bns,High Risk,F00000U5VN,,
Reliance Japan Equity Reg Div,High Risk,F00000U5VL,,
Reliance Japan Equity Reg Gr,High Risk,F00000U5VJ,,
Reliance Japan Equity Reg Gr Bns,High Risk,F00000U5VK,,
Reliance Liquid Cash Plan Dir Dl Div,Low Risk,F00000PD71,,
Reliance Liquid Cash Plan Dir Gr,Low Risk,F00000PD74,,
Reliance Liquid Cash Plan Dir Mn Div,Low Risk,F00000PD73,,
Reliance Liquid Cash Plan Dir Qt Div,Low Risk,F00000PFL1,,
Reliance Liquid Cash Plan Dir Wk Div,Low Risk,F00000PD76,,
Reliance Liquid Cash Plan Dl Div,Low Risk,F0GBR06R47,,
Reliance Liquid Cash Plan Gr,Low Risk,F0GBR06R48,,
Reliance Liquid Cash Plan Mn Div,Low Risk,F00000NN79,,
Reliance Liquid Cash Plan Qt Div,Low Risk,F00000NN7A,,
Reliance Liquid Cash Plan Wk Div,Low Risk,F0GBR06R49,,
Reliance Liquid Trs Plan Dir Dl Div,Low Risk,F00000PD75,,
Reliance Liquid Trs Plan Dir Gr,Low Risk,F00000PD78,,
Reliance Liquid Trs Plan Dir Mn Div,Low Risk,F00000PD77,,
Reliance Liquid Trs Plan Dir Qt Div,Low Risk,F00000PD7A,,
Reliance Liquid Trs Plan Dir Wk Div,Low Risk,F00000PD79,,
Reliance Liquid Trs Plan Dl Div,Low Risk,F0GBR06R4A,,
Reliance Liquid Trs Plan Gr,Low Risk,F0GBR06R4B,,
Reliance Liquid Trs Plan Mn Div,Low Risk,F0GBR06R4C,,
Reliance Liquid Trs Plan Qt Div,Low Risk,F00000OXAR,,
Reliance Liquid Trs Plan Retl Dl Div,Low Risk,F0GBR06R4E,,
Reliance Liquid Trs Plan Retl Gr,Low Risk,F0GBR06R4F,,
Reliance Liquid Trs Plan Retl Mn Div,Low Risk,F0GBR06R4G,,
Reliance Liquid Trs Plan Retl Qt Div,Low Risk,F0GBR06R4I,,
Reliance Liquid Trs Plan Retl Wk Div,Low Risk,F0GBR06R4H,,
Reliance Liquid Trs Plan Wk Div,Low Risk,F0GBR06R4D,,
Reliance Liquidity Bns,Low Risk,F0GBR06R4J,,
Reliance Liquidity Dir Bns,Low Risk,F00000Q9VR,,
Reliance Liquidity Dir Dl Div,Low Risk,F00000PD7C,,
Reliance Liquidity Dir Gr,Low Risk,F00000PD7B,,
Reliance Liquidity Dir Mn Div,Low Risk,F00000PD7E,,
Reliance Liquidity Dir Qt Div,Low Risk,F00000Q651,,
Reliance Liquidity Dir Wk Div,Low Risk,F00000PD7D,,
Reliance Liquidity Dl Div,Low Risk,F0GBR06R4K,,
Reliance Liquidity Gr,Low Risk,F0GBR06R4L,,
Reliance Liquidity Mn Div,Low Risk,F0GBR06R4M,,
Reliance Liquidity Qt Div,Low Risk,F00000Q9VQ,,
Reliance Liquidity Wk Div,Low Risk,F0GBR06R4N,,
Reliance Media & Entertainment Bns,High Risk,F0GBR06R4O,,
Reliance Media & Entertainment Dir Bns,High Risk,F00000PD7G,,
Reliance Media & Entertainment Dir Div,High Risk,F00000PD7F,,
Reliance Media & Entertainment Dir Gr,High Risk,F00000PD7I,,
Reliance Media & Entertainment Div,High Risk,F0GBR06R4P,,
Reliance Media & Entertainment Gr,High Risk,F0GBR06R4Q,,
Reliance Medium Term Bns,Moderate Low Risk,F0GBR06R4U,,
Reliance Medium Term Dir Bns,Moderate Low Risk,F00000PEQM,,
Reliance Medium Term Dir Dl Div,Moderate Low Risk,F00000PD7J,,
Reliance Medium Term Dir Gr,Moderate Low Risk,F00000PD7H,,
Reliance Medium Term Dir Mn Div,Moderate Low Risk,F00000PD7K,,
Reliance Medium Term Dir Qt Div,Moderate Low Risk,F00000PEQO,,
Reliance Medium Term Dir Wk Div,Moderate Low Risk,F00000PD7N,,
Reliance Medium Term Direct Div,Moderate Low Risk,F00000SCKG,,
Reliance Medium Term Div,Moderate Low Risk,F00000SPT1,,
Reliance Medium Term Dl Div,Moderate Low Risk,F000002FP8,,
Reliance Medium Term Gr,Moderate Low Risk,F0GBR06R4V,,
Reliance Medium Term Mn Div,Moderate Low Risk,F0GBR06R4W,,
Reliance Medium Term Qt Div,Moderate Low Risk,F0GBR06R4X,,
Reliance Medium Term Wk Div,Moderate Low Risk,F000002FQN,,
Reliance Mid & Small Cap Dir Div,Moderate High Risk,F00000PD6Z,,
Reliance Mid & Small Cap Dir Gr,Moderate High Risk,F00000PD72,,
Reliance Mid & Small Cap Div,Moderate High Risk,F000000C7F,,
Reliance Mid & Small Cap Gr,Moderate High Risk,F000000CD3,,
Reliance MIP Dir Gr,Moderate Risk,F00000PD7L,,
Reliance MIP Dir Mn Div,Moderate Risk,F00000PD7P,,
Reliance MIP Dir Qt Div,Moderate Risk,F00000PD7M,,
Reliance MIP Gr,Moderate Risk,F0GBR06R4R,,
Reliance MIP Mn Div,Moderate Risk,F0GBR06R4T,,
Reliance MIP Qt Div,Moderate Risk,F0GBR06R4S,,
Reliance Money Mgr Bns,Moderate Low Risk,F000000I6V,,
Reliance Money Mgr Dir Bns,Moderate Low Risk,F00000PD7R,,
Reliance Money Mgr Dir Div,Moderate Low Risk,F00000QT4H,,
Reliance Money Mgr Dir Dl Div,Moderate Low Risk,F00000PD7O,,
Reliance Money Mgr Dir Gr,Moderate Low Risk,F00000PD7S,,
Reliance Money Mgr Dir Mn Div,Moderate Low Risk,F00000PD7Q,,
Reliance Money Mgr Dir Qt Div,Moderate Low Risk,F00000PD7V,,
Reliance Money Mgr Dir Wk Div,Moderate Low Risk,F00000PD7T,,
Reliance Money Mgr Div,Moderate Low Risk,F00000RW7T,,
Reliance Money Mgr Dl Div,Moderate Low Risk,F000000I83,,
Reliance Money Mgr Gr,Moderate Low Risk,F000000I84,,
Reliance Money Mgr Mn Div,Moderate Low Risk,F000000I85,,
Reliance Money Mgr Qt Div,Moderate Low Risk,F000000I86,,
Reliance Money Mgr Retl Bns,Moderate Low Risk,F000000I88,,
Reliance Money Mgr Retl Dl Div,Moderate Low Risk,F000000I89,,
Reliance Money Mgr Retl Gr,Moderate Low Risk,F000000I8A,,
Reliance Money Mgr Retl Mn Div,Moderate Low Risk,F000000IBK,,
Reliance Money Mgr Retl Qt Div,Moderate Low Risk,F000000IDC,,
Reliance Money Mgr Retl Wk Div,Moderate Low Risk,F000000IEQ,,
Reliance Money Mgr Wk Div,Moderate Low Risk,F000000I87,,
Reliance NRI Equity Bns,Moderate High Risk,F0GBR06R4Y,,
Reliance NRI Equity Dir Div,Moderate High Risk,F00000PD7X,,
Reliance NRI Equity Dir Gr,Moderate High Risk,F00000PD80,,
Reliance NRI Equity Div,Moderate High Risk,F0GBR06R4Z,,
Reliance NRI Equity Gr,Moderate High Risk,F0GBR06R50,,
Reliance Pharma Bns,High Risk,F0GBR06R53,,
Reliance Pharma Dir Bns,High Risk,F00000PD7Z,,
Reliance Pharma Dir Div,High Risk,F00000PD83,,
Reliance Pharma Dir Gr,High Risk,F00000PD81,,
Reliance Pharma Div,High Risk,F0GBR06R54,,
Reliance Pharma Gr,High Risk,F0GBR06R55,,
Reliance Quant Plus Bns,Moderate High Risk,F0000020ZH,,
Reliance Quant Plus Dir Bns,Moderate High Risk,F00000PD85,,
Reliance Quant Plus Dir Div,Moderate High Risk,F00000PD82,,
Reliance Quant Plus Dir Gr,Moderate High Risk,F00000PD87,,
Reliance Quant Plus Div,Moderate High Risk,F0000020ZC,,
Reliance Quant Plus Gr,Moderate High Risk,F0000020ZG,,
Reliance Regular Savings Bal Dir Div,Moderate High Risk,F00000PD84,,
Reliance Regular Savings Bal Dir Gr,Moderate High Risk,F00000PD89,,
Reliance Regular Savings Bal Dir Qtr Div,Moderate High Risk,F00000QJS4,,
Reliance Regular Savings Bal Div,Moderate High Risk,F00000LQWD,,
Reliance Regular Savings Bal Gr,Moderate High Risk,F0GBR06R58,,
Reliance Regular Savings Bal Qtr Div,Moderate High Risk,F00000SQNZ,,
Reliance Regular Savings Debt Dir Div,Moderate Risk,F00000UN26,,
Reliance Regular Savings Debt Dir Gr,Moderate Risk,F00000PD88,,
Reliance Regular Savings Debt Dir Qt Div,Moderate Risk,F00000PD8C,,
Reliance Regular Savings Debt Gr,Moderate Risk,F0GBR06R56,,
Reliance Regular Savings Debt Inst Gr,Moderate Risk,F00000LQWS,,
Reliance Regular Savings Debt Qt Div,Moderate Risk,F00000LQWE,,
Reliance Regular Savings Debt Reg Div,Moderate Risk,F00000UNDC,,
Reliance Regular Savings Equity Dir Div,Moderate High Risk,F00000PD86,,
Reliance Regular Savings Equity Dir Gr,Moderate High Risk,F00000PD8A,,
Reliance Regular Savings Equity Div,Moderate High Risk,F00000LQWF,,
Reliance Regular Savings Equity Gr,Moderate High Risk,F0GBR06R57,,
Reliance Retmnt Inc Gen Dir Div,Moderate High Risk,F00000VCQ1,,
Reliance Retmnt Inc Gen Dir Gr,Moderate High Risk,F00000VCPZ,,
Reliance Retmnt Inc Gen Dir Gr Bns,Moderate High Risk,F00000VCQ0,,
Reliance Retmnt Inc Gen Reg Div,Moderate High Risk,F00000VCPY,,
Reliance Retmnt Inc Gen Reg Gr,Moderate High Risk,F00000VCPW,,
Reliance Retmnt Inc Gen Reg Gr Bns,Moderate High Risk,F00000VCPX,,
Reliance Retmnt Wlt Creation Dir Div,Moderate High Risk,F00000VCPV,,
Reliance Retmnt Wlt Creation Dir Gr,Moderate High Risk,F00000VCPT,,
Reliance Retmnt Wlt Creation Dir Gr Bns,Moderate High Risk,F00000VCPU,,
Reliance Retmnt Wlt Creation Reg Div,Moderate High Risk,F00000VCPS,,
Reliance Retmnt Wlt Creation Reg Gr,Moderate High Risk,F00000VCPQ,,
Reliance Retmnt Wlt Creation Reg Gr Bns,Moderate High Risk,F00000VCPR,,
Reliance S/T Dir Div,Moderate Low Risk,F00000SQO6,,
Reliance S/T Dir Gr,Moderate Low Risk,F00000PD8B,,
Reliance S/T Dir Mn Div,Moderate Low Risk,F00000PD8E,,
Reliance S/T Dir Qt Div,Moderate Low Risk,F00000PEQU,,
Reliance S/T Div Payout,Moderate Low Risk,F00000SCGE,,
Reliance S/T Div Re-invest,Moderate Low Risk,F0GBR06R5A,,
Reliance S/T Gr,Moderate Low Risk,F0GBR06R5B,,
Reliance S/T Qt Div,Moderate Low Risk,F0GBR06R5D,,
Reliance Small Cap Dir Bns,Moderate High Risk,F00000PD8D,,
Reliance Small Cap Dir Div,Moderate High Risk,F00000PD8H,,
Reliance Small Cap Dir Gr,Moderate High Risk,F00000PD8F,,
Reliance Small Cap Div,Moderate High Risk,F00000JPXW,,
Reliance Small Cap Gr,Moderate High Risk,F00000JPXV,,
Reliance Small Cap Gr Bns,Moderate High Risk,F00000NS2U,,
Reliance Tax Saver Ann Div,Moderate High Risk,F00000VCTC,,
Reliance Tax Saver Dir Ann Div,Moderate High Risk,F00000VCTB,,
Reliance Tax Saver Dir Div,Moderate High Risk,F00000PD8I,,
Reliance Tax Saver Dir Gr,Moderate High Risk,F00000PD8G,,
Reliance Tax Saver Div,Moderate High Risk,F0GBR06R5C,,
Reliance Tax Saver Gr,Moderate High Risk,F0GBR06R5E,,
Reliance Top 200 Bns,Moderate High Risk,F000000I4T,,
Reliance Top 200 Dir Bns,Moderate High Risk,F00000PD8K,,
Reliance Top 200 Dir Div,Moderate High Risk,F00000PD8J,,
Reliance Top 200 Dir Gr,Moderate High Risk,F00000PD8N,,
Reliance Top 200 Div,Moderate High Risk,F000000I4U,,
Reliance Top 200 Gr,Moderate High Risk,F000000I4V,,
Reliance Top 200 Instl Bns,Moderate High Risk,F000000I40,,
Reliance US Equity Opportunities Dir Div,High Risk,F00000W4V2,,
Reliance US Equity Opportunities Dir Gr,High Risk,F00000W4V1,,
Reliance US Equity Opportunities Reg Div,High Risk,F00000W4V0,,
Reliance US Equity Opportunities Reg Gr,High Risk,F00000W4V3,,
Reliance Vision Bns,Moderate High Risk,F0GBR06R5F,,
Reliance Vision Dir Bns,Moderate High Risk,F00000PD8L,,
Reliance Vision Dir Div,Moderate High Risk,F00000PD8P,,
Reliance Vision Dir Gr,Moderate High Risk,F00000PD8M,,
Reliance Vision Div,Moderate High Risk,F0GBR06R5G,,
Reliance Vision Gr,Moderate High Risk,F0GBR06R5H,,
Reliance Vision Instl Div,Moderate High Risk,F000000JTY,,
Religare Invesco Active Inc B Gr,Moderate Risk,F000000JW7,,
Religare Invesco Active Inc B Mn Div,Moderate Risk,F000000JWB,,
Religare Invesco Active Inc Dir Ann Div,Moderate Risk,F00000PD8S,,
Religare Invesco Active Inc Dir Disc Div,Moderate Risk,F00000PD8O,,
Religare Invesco Active Inc Dir Gr,Moderate Risk,F00000PD8T,,
Religare Invesco Active Inc Dir Mn Div,Moderate Risk,F00000PD8Q,,
Religare Invesco Active Inc Dir Qt Div,Moderate Risk,F00000PD8V,,
Religare Invesco Active Inc Reg Disc Div,Moderate Risk,F00000NV8H,,
Religare Invesco Active Inc Reg Gr,Moderate Risk,F000000JWC,,
Religare Invesco Active Inc Reg Mn Div,Moderate Risk,F000000JVU,,
Religare Invesco Active Inc Reg Qt Div,Moderate Risk,F000000JWF,,
Religare Invesco Active Inc Reg Yr Div,Moderate Risk,F000000JWE,,
Religare Invesco Arbitrage Ann Bns,Moderate Low Risk,F00000U225,,
Religare Invesco Arbitrage Bns,Moderate Low Risk,F00000Q2MP,,
Religare Invesco Arbitrage Dir Ann Bns,Moderate Low Risk,F00000U224,,
Religare Invesco Arbitrage Dir Bns,Moderate Low Risk,F00000Q248,,
Religare Invesco Arbitrage Dir Div,Moderate Low Risk,F00000PD8Z,,
Religare Invesco Arbitrage Dir Gr,Moderate Low Risk,F00000PD8W,,
Religare Invesco Arbitrage Div,Moderate Low Risk,F000001A5U,,
Religare Invesco Arbitrage Gr,Moderate Low Risk,F000001A76,,
Religare Invesco Bank Debt Bns,Moderate Risk,F00000Q2M7,,
Religare Invesco Bank Debt Dir Dl Div,Moderate Risk,F00000PD91,,
Religare Invesco Bank Debt Dir Gr,Moderate Risk,F00000PE41,,
Religare Invesco Bank Debt Dir Mn Div,Moderate Risk,F00000PD93,,
Religare Invesco Bank Debt Dl Div,Moderate Risk,F00000PCB7,,
Religare Invesco Bank Debt Gr,Moderate Risk,F00000PCB8,,
Religare Invesco Bank Debt Mn Div,Moderate Risk,F00000PCH6,,
Religare Invesco Banking Dir Div,High Risk,F00000PD90,,
Religare Invesco Banking Dir Gr,High Risk,F00000PD95,,
Religare Invesco Banking Div,High Risk,F0000020YM,,
Religare Invesco Banking Gr,High Risk,F0000020ZJ,,
Religare Invesco Business Ldrs Dir Div,Moderate High Risk,F00000PD92,,
Religare Invesco Business Ldrs Dir Gr,Moderate High Risk,F00000PD97,,
Religare Invesco Business Ldrs Div,Moderate High Risk,F000003XR1,,
Religare Invesco Business Ldrs Gr,Moderate High Risk,F000003Z2X,,
Religare Invesco Contra Dir Div,Moderate High Risk,F00000PD94,,
Religare Invesco Contra Dir Gr,Moderate High Risk,F00000PD99,,
Religare Invesco Contra Div,Moderate High Risk,F000000G3K,,
Religare Invesco Contra Gr,Moderate High Risk,F000000G42,,
Religare Invesco Corp Bd Opp Dir Gr,Moderate Risk,F00000UDR4,,
Religare Invesco Corp Bd Opp Dir Mn Div,Moderate Risk,F00000UDR5,,
Religare Invesco Corp Bd Opp Reg Dis Div,Moderate Risk,F00000UDR6,,
Religare Invesco Corp Bd Opp Reg Gr,Moderate Risk,F00000UDR2,,
Religare Invesco Corp Bd Opp Reg Mn Div,Moderate Risk,F00000UDR3,,
Religare Invesco Credit Opp Bns,Moderate Low Risk,F00000Q24C,,
Religare Invesco Credit Opp Dir Disc Div,Moderate Low Risk,F00000PD96,,
Religare Invesco Credit Opp Dir Dl Div,Moderate Low Risk,F00000PD98,,
Religare Invesco Credit Opp Dir Gr,Moderate Low Risk,F00000PD9D,,
Religare Invesco Credit Opp Dir Mn Div,Moderate Low Risk,F00000PD9B,,
Religare Invesco Credit Opp Disc Div,Moderate Low Risk,F00000NOQ1,,
Religare Invesco Credit Opp Dl Div,Moderate Low Risk,F00000NNOJ,,
Religare Invesco Credit Opp Gr,Moderate Low Risk,F0000043LX,,
Religare Invesco Credit Opp Mn Div,Moderate Low Risk,F0000043LW,,
Religare Invesco Credit Opp Reg Dl Div,Moderate Low Risk,F00000NJVJ,,
Religare Invesco Credit Opp Reg Gr,Moderate Low Risk,F00000418E,,
Religare Invesco Credit Opp Reg Mn Div,Moderate Low Risk,F0000043LV,,
Religare Invesco Dynamic Equity Dir Div,Moderate High Risk,F00000PD9C,,
Religare Invesco Dynamic Equity Dir Gr,Moderate High Risk,F00000PD9H,,
Religare Invesco Dynamic Equity Div,Moderate High Risk,F000000JSL,,
Religare Invesco Dynamic Equity Gr,Moderate High Risk,F000000JVS,,
Religare Invesco Gilt L/T Ann Div,Moderate Risk,F000001A9A,,
Religare Invesco Gilt L/T Bns,Moderate Risk,F00000Q2M9,,
Religare Invesco Gilt L/T Dir Ann Div,Moderate Risk,F00000PD9L,,
Religare Invesco Gilt L/T Dir Gr,Moderate Risk,F00000PD9E,,
Religare Invesco Gilt L/T Dir Mn Div,Moderate Risk,F00000PD9J,,
Religare Invesco Gilt L/T Dir Qt Div,Moderate Risk,F00000PD9G,,
Religare Invesco Gilt L/T Gr,Moderate Risk,F000001A93,,
Religare Invesco Gilt L/T Mn Div,Moderate Risk,F000001A92,,
Religare Invesco Gilt L/T Qt Div,Moderate Risk,F000001A8T,,
Religare Invesco Global Eq Inc Dir Div,High Risk,F00000TF50,,
Religare Invesco Global Eq Inc Dir Gr,High Risk,F00000TF4Z,,
Religare Invesco Global Eq Inc Reg Div,High Risk,F00000TF4Y,,
Religare Invesco Global Eq Inc Reg Gr,High Risk,F00000TF4X,,
Religare Invesco Gold Fund Dir Div,Moderate High Risk,F00000PD9P,,
Religare Invesco Gold Fund Dir Gr,Moderate High Risk,F00000PD9M,,
Religare Invesco Gold Fund Div,Moderate High Risk,F00000NC5S,,
Religare Invesco Gold Fund Gr,Moderate High Risk,F00000NC5R,,
Religare Invesco Growth Dir Div,Moderate High Risk,F00000PD9F,,
Religare Invesco Growth Dir Gr,Moderate High Risk,F00000PD9A,,
Religare Invesco Growth Div,Moderate High Risk,F000000I4A,,
Religare Invesco Growth Gr,Moderate High Risk,F000000I4D,,
Religare Invesco Infrastructure Dir Div,High Risk,F00000PD9R,,
Religare Invesco Infrastructure Dir Gr,High Risk,F00000PD9O,,
Religare Invesco Infrastructure Div,High Risk,F0000019WA,,
Religare Invesco Infrastructure Gr,High Risk,F000001A1D,,
Religare Invesco Liquid Bonus,Low Risk,F00000Q9VT,,
Religare Invesco Liquid Dir Bns,Low Risk,F00000Q24F,,
Religare Invesco Liquid Dir Dl Div,Low Risk,F00000PD9V,,
Religare Invesco Liquid Dir Gr,Low Risk,F00000PD9S,,
Religare Invesco Liquid Dir Mn Div,Low Risk,F00000PD9T,,
Religare Invesco Liquid Dir Wk Div,Low Risk,F00000PD9Q,,
Religare Invesco Liquid Dl Div,Low Risk,F00000GUHT,,
Religare Invesco Liquid Gr,Low Risk,F00000GUHU,,
Religare Invesco Liquid Instl Gr,Low Risk,F000000I7J,,
Religare Invesco Liquid Mn Div,Low Risk,F00000GUHW,,
Religare Invesco Liquid Reg Gr,Low Risk,F000000I7R,,
Religare Invesco Liquid Reg Wk Div,Low Risk,F000000I7Q,,
Religare Invesco Liquid Wk Div,Low Risk,F00000GUHV,,
Religare Invesco Mid Cap Dir Div,Moderate High Risk,F00000PD9Z,,
Religare Invesco Mid Cap Dir Gr,Moderate High Risk,F00000PD9W,,
Religare Invesco Mid Cap Div,Moderate High Risk,F000000G3J,,
Religare Invesco Mid Cap Gr,Moderate High Risk,F000000G43,,
Religare Invesco Mid N Small Cap Dir Div,Moderate High Risk,F00000PD9X,,
Religare Invesco Mid N Small Cap Dir Gr,Moderate High Risk,F00000PD9U,,
Religare Invesco Mid N Small Cap Div,Moderate High Risk,F0000019W4,,
Religare Invesco Mid N Small Cap Gr,Moderate High Risk,F000001A15,,
Religare Invesco MIP Plus Dir Div,Moderate High Risk,F00000PDA3,,
Religare Invesco MIP Plus Dir Gr,Moderate High Risk,F00000PDA0,,
Religare Invesco MIP Plus Div,Moderate High Risk,F00000H45B,,
Religare Invesco MIP Plus Gr,Moderate High Risk,F00000H45A,,
Religare Invesco MT Bond Ann Div,Moderate Risk,F00000LNX1,,
Religare Invesco MT Bond Bns,Moderate Risk,F00000Q2MQ,,
Religare Invesco MT Bond Dir Ann Div,Moderate Risk,F00000PDA4,,
Religare Invesco MT Bond Dir Dl Div,Moderate Risk,F00000WVMJ,,
Religare Invesco MT Bond Dir Gr,Moderate Risk,F00000PDA5,,
Religare Invesco MT Bond Dir Mn Div,Moderate Risk,F00000PDA2,,
Religare Invesco MT Bond Dir Qt Div,Moderate Risk,F00000PDA7,,
Religare Invesco MT Bond Dl Div,Moderate Risk,F00000WXEP,,
Religare Invesco MT Bond Gr,Moderate Risk,F00000LNWY,,
Religare Invesco MT Bond Mn Div,Moderate Risk,F00000LNWZ,,
Religare Invesco MT Bond Qt Div,Moderate Risk,F00000LNX0,,
Religare Invesco Overnight Bns,Low Risk,F00000Q2MS,,
Religare Invesco Overnight Dir Bns,Low Risk,F00000Q24G,,
