Name,India Risk Level,MstarId,,
JM MIP Qt Div,Moderate Risk,F0GBR06RV9,,
JM MIP Reg Bns,Moderate Risk,F00000VEYD,,
JM MIP Yr Div,Moderate Risk,F0GBR06RV4,,
JM Money Manager Super Dir Fr Div,Moderate Low Risk,F00000PCXH,,
JM Money Manager Super Dir Wk Div,Moderate Low Risk,F00000PCXI,,
JM Money Manager Super Fr Div,Moderate Low Risk,F00000213P,,
JM Money Manager Super Plan Dir Dl Div,Moderate Low Risk,F00000PCXJ,,
JM Money Manager Super Plan Dir Gr,Moderate Low Risk,F00000PCXK,,
JM Money Manager Super Plan Gr,Moderate Low Risk,F000000IDX,,
JM Money Manager Super Plus Dir Dl Div,Moderate Low Risk,F00000PCXN,,
JM Money Manager Super Plus Dir Fr Div,Moderate Low Risk,F00000PCXL,,
JM Money Manager Super Plus Dir Wk Div,Moderate Low Risk,F00000PCXM,,
JM Money Manager Super Plus Plan Dir Gr,Moderate Low Risk,F00000PCXO,,
JM Money Manager Super Plus Plan Fr Div,Moderate Low Risk,F000000KAE,,
JM Money Manager Super Plus Plan Gr,Moderate Low Risk,F000000I6F,,
JM Money Manager Super Plus Plan Wk Div,Moderate Low Risk,F000000KAD,,
JM Money Manager Super Wk Div,Moderate Low Risk,F000001AAI,,
JM Money Manager Wk Div,Moderate Low Risk,F000000KAC,,
JM Money Mgr Reg Bns Princ,Moderate Low Risk,F00000PTU1,,
JM Money Mgr Reg Dir Bns Princ,Moderate Low Risk,F00000PTU0,,
JM Money Mgr Reg Dir Dl Div,Moderate Low Risk,F00000PCXD,,
JM Money Mgr Reg Dir Fr Div,Moderate Low Risk,F00000PCXE,,
JM Money Mgr Reg Dir Gr,Moderate Low Risk,F00000PCXF,,
JM Money Mgr Reg Dir Wk Div,Moderate Low Risk,F00000PCXG,,
JM Money Mgr Reg Dl Div,Moderate Low Risk,F000000IDP,,
JM Money Mgr Reg Fr Div,Moderate Low Risk,F000002FOU,,
JM Money Mgr Reg Gr,Moderate Low Risk,F000000IDQ,,
JM Money Mgr Super Bns Princ,Moderate Low Risk,F00000PTU3,,
JM Money Mgr Super Dir Bns Princ,Moderate Low Risk,F00000PTU2,,
JM Money Mgr Super Dl Div,Moderate Low Risk,F000000IDS,,
JM Money Mgr Super Plus Bns Princ,Moderate Low Risk,F00000PTU5,,
JM Money Mgr Super Plus Dir Bns Princ,Moderate Low Risk,F00000PTU4,,
JM Money Mgr Super Plus Dl Div,Moderate Low Risk,F000000IE0,,
JM Multi Strategy Dir Div,Moderate High Risk,F00000PCXP,,
JM Multi Strategy Dir Gr,Moderate High Risk,F00000PCXQ,,
JM Multi Strategy Div,Moderate High Risk,F000002EGH,,
JM Multi Strategy Gr,Moderate High Risk,F000002EGU,,
JM S/T Dir Fr Div,Moderate Risk,F00000PCXR,,
JM S/T Dir Gr,Moderate Risk,F00000PCXS,,
JM S/T Dl Div,Moderate Risk,F00000NNOH,,
JM S/T Fr Div,Moderate Risk,F0GBR06RVA,,
JM S/T Gr,Moderate Risk,F0GBR06RVB,,
JM S/T Instl Fr Div,Moderate Risk,F0GBR06RVD,,
JM S/T Instl Gr,Moderate Risk,F0GBR06RVE,,
JM Short Term Dir Dl Div,Moderate Risk,F00000PCXU,,
JM Short Term Instl Dl Div,Moderate Risk,F0GBR06RVC,,
JM Tax Gain Dir Div,Moderate High Risk,F00000PCXT,,
JM Tax Gain Dir Gr,Moderate High Risk,F00000PCXW,,
JM Tax Gain Div,Moderate High Risk,F000001A32,,
JM Tax Gain Gr,Moderate High Risk,F000001A31,,
JP Morgan Europe Dyn Eq Offshore Dir Gr,High Risk,F00000SKMA,,
JP Morgan Europe Dyn Eq Offshore Reg Gr,High Risk,F00000SKMB,,
JPMorgan ASEAN Equity Off Shore Dir Gr,High Risk,F00000PCY9,,
JPMorgan ASEAN Equity Off Shore Reg Gr,High Risk,F00000ML2D,,
JPMorgan Emer Mkt Opp Dir Gr,High Risk,F00000TVJP,,
JPMorgan Emer Mkt Opp Reg Gr,High Risk,F00000TVJO,,
JPMorgan Ind Bkng & PSU Debt Reg Wk Div,Low Risk,F00000QFPE,,
JPMorgan Ind Bnkg & PSU Debt Dir Div,Low Risk,F00000UE32,,
JPMorgan Ind Bnkg & PSU Debt Dir Gr,Low Risk,F00000QFPD,,
JPMorgan Ind Bnkg & PSU Debt Dir Mn Div,Low Risk,F00000QG0J,,
JPMorgan Ind Bnkg & PSU Debt Dir Wk Div,Low Risk,F00000QFPF,,
JPMorgan Ind Bnkg & PSU Debt Reg Div,Low Risk,F00000QFPC,,
JPMorgan Ind Bnkg & PSU Debt Reg Fr Div,Low Risk,F00000QFPG,,
JPMorgan Ind Bnkg & PSU Debt Reg Gr,Low Risk,F00000QFPB,,
JPMorgan Ind Bnkg & PSU Debt Reg Mn Div,Low Risk,F00000T4XN,,
JPMorgan India Active Bond Dir Div,Moderate Risk,F00000SRZM,,
JPMorgan India Active Bond Dir Gr,Moderate Risk,F00000PCXX,,
JPMorgan India Active Bond Instl Div,Moderate Risk,F000002EJE,,
JPMorgan India Active Bond Instl Gr,Moderate Risk,F000002ELX,,
JPMorgan India Active Bond Ret Dir An Dv,Moderate Risk,F00000UN1Z,,
JPMorgan India Active Bond Retl Div,Moderate Risk,F000002EGM,,
JPMorgan India Active Bond Retl Gr,Moderate Risk,F000002ERD,,
JPMorgan India Balanced Adt Dir Div,High Risk,F00000VNGO,,
JPMorgan India Balanced Adt Dir Gr,High Risk,F00000VNGN,,
JPMorgan India Balanced Adt Reg Bns,High Risk,F00000VNGM,,
JPMorgan India Balanced Adt Reg Div,High Risk,F00000VNGL,,
JPMorgan India Balanced Adt Reg Gr,High Risk,F00000VNGK,,
JPMorgan India Corp Debt Opty Dir An Div,Low Risk,F00000UNDD,,
JPMorgan India Corp Debt Opty Reg Ft Div,Low Risk,F00000UHHU,,
JPMorgan India Corp Debt Opty Reg Mn Div,Low Risk,F00000UHHV,,
JPMorgan India Corp Debt Opty Reg Wk Div,Low Risk,F00000UHHT,,
JPMorgan India Corp Debt Optys Dir Bns,Low Risk,F00000UHHY,,
JPMorgan India Corp Debt Optys Dir Div,Low Risk,F00000UHHZ,,
JPMorgan India Corp Debt Optys Dir Gr,Low Risk,F00000UHHX,,
JPMorgan India Corp Debt Optys Reg Div,Low Risk,F00000UHHW,,
JPMorgan India Corp Debt Optys Reg Gr,Low Risk,F00000UHHS,,
JPMorgan India Corp Debt Optys Rg An Div,Low Risk,F00000UHI0,,
JPMorgan India Economic Resurge Dir Div,High Risk,F00000VB1K,,
JPMorgan India Economic Resurge Dir Gr,High Risk,F00000VB1J,,
JPMorgan India Economic Resurge Reg Div,High Risk,F00000VB1I,,
JPMorgan India Economic Resurge Reg Gr,High Risk,F00000VB1H,,
JPMorgan India Equity Dir Div,Moderate High Risk,F00000PCXY,,
JPMorgan India Equity Dir Gr,Moderate High Risk,F00000PCXZ,,
JPMorgan India Equity Div,Moderate High Risk,F000000I46,,
JPMorgan India Equity Gr,Moderate High Risk,F000000I4B,,
JPMorgan India Equity Income Dir Bns,Moderate Risk,F00000UKI9,,
JPMorgan India Equity Income Dir Div,Moderate Risk,F00000UKI8,,
JPMorgan India Equity Income Dir Gr,Moderate Risk,F00000UKI7,,
JPMorgan India Equity Income Reg Bns,Moderate Risk,F00000UKI6,,
JPMorgan India Equity Income Reg Div,Moderate Risk,F00000UKI5,,
JPMorgan India Equity Income Reg Gr,Moderate Risk,F00000UKI4,,
JPMorgan India Govt Sec Dir Gr,Moderate Risk,F00000SQ0V,,
JPMorgan India Govt Sec Dir Wk Div,Moderate Risk,F00000SQ0X,,
JPMorgan India Govt Sec Reg Ann Div,Moderate Risk,F00000SQ0Y,,
JPMorgan India Govt Sec Reg Div,Moderate Risk,F00000SQ0Z,,
JPMorgan India Govt Sec Reg Gr,Moderate Risk,F00000SQ10,,
JPMorgan India Govt Sec Reg Mn Div,Moderate Risk,F00000SQ11,,
JPMorgan India Govt Sec Reg Wk Div,Moderate Risk,F00000SQ12,,
JPMorgan India Liquid Dir Bns,Low Risk,F00000SPRI,,
JPMorgan India Liquid Dir Dl Div,Low Risk,F00000PCY0,,
JPMorgan India Liquid Dir Fr Div,Low Risk,F00000PZQE,,
JPMorgan India Liquid Dir Gr,Low Risk,F00000PCY1,,
JPMorgan India Liquid Dir Mn Div,Low Risk,F00000PWY1,,
JPMorgan India Liquid Dir Wk Div,Low Risk,F00000PEQP,,
JPMorgan India Liquid Ret Ann Div,Low Risk,F00000OQSE,,
JPMorgan India Liquid Ret Dl Div,Low Risk,F000001A5V,,
JPMorgan India Liquid Ret Fr Div,Low Risk,F00000PAWK,,
JPMorgan India Liquid Ret Gr,Low Risk,F000001A77,,
JPMorgan India Liquid Ret Mn Div,Low Risk,F000002FPQ,,
JPMorgan India Liquid Ret Wk Div,Low Risk,F000002FP5,,
JPMorgan India Liquid Retl Dl Div,Low Risk,F000002QZK,,
JPMorgan India Liquid Retl Gr,Low Risk,F000002QZ8,,
JPMorgan India Liquid Retl Mn Div,Low Risk,F000002QYH,,
JPMorgan India Liquid Retl Wk Div,Low Risk,F000002QZD,,
JPMorgan India LiquidSup Inst Bns,Low Risk,F00000OQSF,,
JPMorgan India Mid & Small Cap Dir Div,High Risk,F00000PCY3,,
JPMorgan India Mid & Small Cap Dir Gr,High Risk,F00000PCY4,,
JPMorgan India Mid & Small Cap Div,High Risk,F000000P2O,,
JPMorgan India Mid & Small Cap Gr,High Risk,F000000P5F,,
JPMorgan India S/T Inc Dir Div,Moderate Low Risk,F00000PI8C,,
JPMorgan India S/T Inc Dir Gr,Moderate Low Risk,F00000PCY2,,
JPMorgan India S/T Inc Dir Mn Div,Moderate Low Risk,F00000U3RU,,
JPMorgan India S/T Inc Div,Moderate Low Risk,F00000OV8K,,
JPMorgan India S/T Inc Fr Div,Moderate Low Risk,F00000GZYS,,
JPMorgan India S/T Inc Gr,Moderate Low Risk,F00000GZYP,,
JPMorgan India S/T Inc Mn Div,Moderate Low Risk,F00000GZYT,,
JPMorgan India S/T Inc Seg Ast Gr,Moderate Low Risk,F00000WCYZ,,
JPMorgan India S/T Inc Wk Div,Moderate Low Risk,F00000GZYQ,,
JPMorgan India Tax Advantage Dir Div,Moderate High Risk,F00000PCY5,,
JPMorgan India Tax Advantage Dir Gr,Moderate High Risk,F00000PE4U,,
JPMorgan India Tax Advantage Div,Moderate High Risk,F000002SJK,,
JPMorgan India Tax Advantage Gr,Moderate High Risk,F000002SJI,,
JPMorgan India Top 100 Dir Div,High Risk,F00000TQVF,,
JPMorgan India Top 100 Dir Gr,High Risk,F00000TQVE,,
JPMorgan India Top 100 Reg Div,High Risk,F00000TQVD,,
JPMorgan India Top 100 Reg Gr,High Risk,F00000TQVC,,
JPMorgan India Trs Dir Ann Div,Moderate Low Risk,F00000T3ML,,
JPMorgan India Trs Dir Bns,Moderate Low Risk,F00000PHJI,,
JPMorgan India Trs Dir Div,Moderate Low Risk,F00000PFE8,,
JPMorgan India Trs Dir Dl Div,Moderate Low Risk,F00000PCY7,,
JPMorgan India Trs Dir Fr Div,Moderate Low Risk,F00000TIHK,,
JPMorgan India Trs Dir Gr,Moderate Low Risk,F00000PCY6,,
JPMorgan India Trs Dir Mn Div,Moderate Low Risk,F00000Q2MM,,
JPMorgan India Trs Dir Wk Div,Moderate Low Risk,F00000PHKA,,
JPMorgan India Trs Ret Bns,Moderate Low Risk,F00000P0MZ,,
JPMorgan India Trs Ret Div,Moderate Low Risk,F00000OXLV,,
JPMorgan India Trs Ret Dl Div,Moderate Low Risk,F000001ADN,,
JPMorgan India Trs Ret Fr Div,Moderate Low Risk,F000002FR7,,
JPMorgan India Trs Ret Gr,Moderate Low Risk,F000001AEK,,
JPMorgan India Trs Ret Mn Div,Moderate Low Risk,F00000GWGZ,,
JPMorgan India Trs Ret Seg Ast Gr,Moderate Low Risk,F00000WCYY,,
JPMorgan India Trs Ret Wk Div,Moderate Low Risk,F000002FR0,,
JPMorgan India Trs Retl Dl Div,Moderate Low Risk,F000002QZB,,
JPMorgan India Trs Retl Gr,Moderate Low Risk,F000002R34,,
JPMorgan India Trs Retl Mn Div,Moderate Low Risk,F000002R36,,
JPMorgan India Trs Retl Wk Div,Moderate Low Risk,F000002QZI,,
JPMorgan India Trs Sup Inst Ann Div,Moderate Low Risk,F00000VB7O,,
JPMorgan JF Greater China Equity Dir Gr,High Risk,F00000PCY8,,
JPMorgan JF Greater China Equity Gr,High Risk,F00000418F,,
JPMorgan US Value Equity Offshore Dir Gr,High Risk,F00000QA6B,,
JPMorgan US Value Equity Offshore Reg Gr,High Risk,F00000QA6A,,
Kotak 50 Dir Div,Moderate High Risk,F00000PCYB,,
Kotak 50 Dir Gr,Moderate High Risk,F00000PCYA,,
Kotak 50 Reg Div,Moderate High Risk,F0GBR06RVG,,
Kotak 50 Reg Gr,Moderate High Risk,F0GBR06RVH,,
Kotak Asset Allocator Fund Dir Div,Moderate High Risk,F00000PI8B,,
Kotak Asset Allocator Fund Dir Gr,Moderate High Risk,F00000PE57,,
Kotak Asset Allocator Fund Reg Div,Moderate High Risk,F0GBR06RVX,,
Kotak Asset Allocator Fund Reg Gr,Moderate High Risk,F0GBR06RVY,,
Kotak Balance Dir Div,Moderate High Risk,F00000PCYD,,
Kotak Balance Dir Gr,Moderate High Risk,F00000UP76,,
Kotak Balance Reg Div,Moderate High Risk,F0GBR06RVI,,
Kotak Balance Reg Gr,Moderate High Risk,F00000UP24,,
Kotak Banking and PSU Debt Dir Ann Div,Moderate Low Risk,F00000PCZ0,,
Kotak Banking and PSU Debt Dir Dl Div,Moderate Low Risk,F00000QCLU,,
Kotak Banking and PSU Debt Dir Gr,Moderate Low Risk,F00000PCZ1,,
Kotak Banking and PSU Debt Dir Mn Div,Moderate Low Risk,F00000PFJ2,,
Kotak Banking and PSU Debt Reg Ann Div,Moderate Low Risk,F0000043NH,,
Kotak Banking and PSU Debt Reg Dl Div,Moderate Low Risk,F00000QCLT,,
Kotak Banking and PSU Debt Reg Gr,Moderate Low Risk,F0GBR06RWY,,
Kotak Banking and PSU Debt Reg Mn Div,Moderate Low Risk,F0GBR06RWZ,,
Kotak Bond A Ann Dir Div,Moderate Risk,F00000Q47E,,
Kotak Bond A Dir Bns,Moderate Risk,F00000SPT0,,
Kotak Bond A Dir Gr,Moderate Risk,F00000PCYC,,
Kotak Bond A Dir HF Div,Moderate Risk,F00000V3WL,,
Kotak Bond A Dir Qt Div,Moderate Risk,F00000PCYF,,
Kotak Bond A Reg Bns,Moderate Risk,F0GBR06RVN,,
Kotak Bond A Reg Gr,Moderate Risk,F0GBR06RVL,,
Kotak Bond A Reg Qt Div,Moderate Risk,F0GBR06RVP,,
Kotak Bond A Reg Yr Div,Moderate Risk,F0GBR06RVM,,
Kotak Bond Deposit Gr,Moderate Risk,F0000043QT,,
Kotak Bond Deposit Qt Div,Moderate Risk,F0000043QU,,
Kotak Bond S/T Dir Gr,Moderate Low Risk,F00000PCYE,,
Kotak Bond S/T Dir HY Div,Moderate Low Risk,F00000QM7L,,
Kotak Bond S/T Dir Mn Div,Moderate Low Risk,F00000PCYH,,
Kotak Bond S/T Reg Gr,Moderate Low Risk,F0GBR06RVQ,,
Kotak Bond S/T Reg HY Div,Moderate Low Risk,F00000U58M,,
Kotak Bond S/T Reg Mn Div,Moderate Low Risk,F0GBR06RVR,,
Kotak Classic Equity Dir Div,Moderate High Risk,F00000PCYG,,
Kotak Classic Equity Dir Gr,Moderate High Risk,F00000PCYI,,
Kotak Classic Equity Reg Div,Moderate High Risk,F0GBR06RVU,,
Kotak Classic Equity Reg Gr,Moderate High Risk,F0GBR06RVV,,
Kotak Corporate Bond Dir Bns,Moderate Low Risk,F00000PFKW,,
Kotak Corporate Bond Dir Dl Div,Moderate Low Risk,F00000PEQL,,
Kotak Corporate Bond Dir Gr,Moderate Low Risk,F00000PFKX,,
Kotak Corporate Bond Dir Mn Div,Moderate Low Risk,F00000PFKY,,
Kotak Corporate Bond Dir Qt Div,Moderate Low Risk,F00000PFKZ,,
Kotak Corporate Bond Dir Wk Div,Moderate Low Risk,F00000PFL0,,
Kotak Corporate Bond Instl Gr,Moderate Low Risk,F000001AEV,,
Kotak Corporate Bond Reg Bns,Moderate Low Risk,F00000P08K,,
Kotak Corporate Bond Reg Dl Div,Moderate Low Risk,F000001AEZ,,
Kotak Corporate Bond Reg Gr,Moderate Low Risk,F000001AF6,,
Kotak Corporate Bond Reg Mn Div,Moderate Low Risk,F000001AEW,,
Kotak Corporate Bond Reg Qt Div,Moderate Low Risk,F00000P08L,,
Kotak Corporate Bond Reg Wk Div,Moderate Low Risk,F000001AEE,,
Kotak Corporate Bond Retl Dl Div,Moderate Low Risk,F000001AFM,,
Kotak Corporate Bond Retl Gr,Moderate Low Risk,F000001AFO,,
Kotak Corporate Bond Retl Mn Div,Moderate Low Risk,F000001AFS,,
Kotak Corporate Bond Retl Wk Div,Moderate Low Risk,F000001AEC,,
Kotak Emerging Equity Dir Div,Moderate High Risk,F00000PFEB,,
Kotak Emerging Equity Dir Gr,Moderate High Risk,F00000PCYJ,,
Kotak Emerging Equity Reg Div,Moderate High Risk,F000000C7M,,
Kotak Emerging Equity Reg Gr,Moderate High Risk,F000000CEJ,,
Kotak Equity Arbitrage Dir Bi Mn,Moderate Low Risk,F00000UP75,,
Kotak Equity Arbitrage Dir Div,Moderate Low Risk,F00000PCYL,,
Kotak Equity Arbitrage Dir Gr,Moderate Low Risk,F00000PCYK,,
Kotak Equity Arbitrage Reg Bi Mn Div,Moderate Low Risk,F00000UOVE,,
Kotak Equity Arbitrage Reg Div,Moderate Low Risk,F0GBR06RVS,,
Kotak Equity Arbitrage Reg Gr,Moderate Low Risk,F0GBR06RVT,,
Kotak Equity Savings Dir Gr,Moderate High Risk,F00000ULCE,,
Kotak Equity Savings Dir Mn Div,Moderate High Risk,F00000ULCG,,
Kotak Equity Savings Dir Qt Div,Moderate High Risk,F00000ULCI,,
Kotak Equity Savings Reg Mn Div,Moderate High Risk,F00000ULCF,,
Kotak Equity Savings Reg Qt Div,Moderate High Risk,F00000ULCH,,
Kotak Equity Savings Reg Reg Gr,Moderate High Risk,F00000ULCD,,
Kotak Flexi Debt A Dir Dl Div,Moderate Low Risk,F00000PCYM,,
Kotak Flexi Debt A Dir Gr,Moderate Low Risk,F00000PCYN,,
Kotak Flexi Debt A Dir Qt Div,Moderate Low Risk,F00000PCYP,,
Kotak Flexi Debt A Dir Wk Div,Moderate Low Risk,F00000PCYO,,
Kotak Flexi Debt A Reg Dl Div,Moderate Low Risk,F00000214D,,
Kotak Flexi Debt A Reg Gr,Moderate Low Risk,F000002142,,
Kotak Flexi Debt A Reg Qt Div,Moderate Low Risk,F00000P08M,,
Kotak Flexi Debt A Reg Wk Div,Moderate Low Risk,F000002141,,
Kotak Flexi Debt Dl Div,Moderate Low Risk,F0GBR06RVZ,,
Kotak Flexi Debt Gr,Moderate Low Risk,F0GBR06RW1,,
Kotak Flexi Debt Qt Div,Moderate Low Risk,F0GBR06RW0,,
Kotak Flexi Debt Wk Div,Moderate Low Risk,F00000213Z,,
Kotak Floater S/T Dir Dl Div,Low Risk,F00000PCYV,,
Kotak Floater S/T Dir Gr,Low Risk,F00000PCYU,,
Kotak Floater S/T Dir Mn Div,Low Risk,F00000PCYX,,
Kotak Floater S/T Dir Wk Div,Low Risk,F00000PCYW,,
Kotak Floater S/T Reg Dl Div,Low Risk,F000001ADO,,
Kotak Floater S/T Reg Gr,Low Risk,F0GBR06RWA,,
Kotak Floater S/T Reg Mn Div,Low Risk,F0GBR06RW9,,
Kotak Floater S/T Reg Wk Div,Low Risk,F0GBR06RWB,,
Kotak Gilt Inv PF & Trust Dir Gr,Moderate Risk,F00000PFXQ,,
Kotak Gilt Inv PF & Trust Reg Gr,Moderate Risk,F0GBR06RX2,,
Kotak Gilt Investment Dir Gr,Moderate Risk,F00000PCYZ,,
Kotak Gilt Investment Dir Qt Div,Moderate Risk,F00000PCYY,,
Kotak Gilt Investment PF Reg Div,Moderate Risk,F0GBR06RX1,,
Kotak Gilt Investment Reg Qt Div,Moderate Risk,F0GBR06RWX,,
Kotak Gilt Investment Reg Reg Gr,Moderate Risk,F0GBR06RWW,,
Kotak Global Emerging Market Dir Div,High Risk,F00000PFXT,,
Kotak Global Emerging Market Dir Gr,High Risk,F00000PCZ2,,
Kotak Global Emerging Market Reg Div,High Risk,F000000JSR,,
Kotak Global Emerging Market Reg Gr,High Risk,F000000JSG,,
Kotak Gold Dir Div,Moderate High Risk,F00000PCZ3,,
Kotak Gold Dir Gr,Moderate High Risk,F00000PCZ4,,
Kotak Gold Reg Div,Moderate High Risk,F00000MI9J,,
Kotak Gold Reg Gr,Moderate High Risk,F00000MI9I,,
Kotak Income Opp Dir Ann Div,Moderate Low Risk,F00000T2AH,,
Kotak Income Opp Dir Gr,Moderate Low Risk,F00000PCZ5,,
Kotak Income Opp Dir Mn Div,Moderate Low Risk,F00000PEQJ,,
Kotak Income Opp Dir Wk Div,Moderate Low Risk,F00000QLI4,,
Kotak Income Opp Reg Ann Div,Moderate Low Risk,F00000H459,,
Kotak Income Opp Reg Gr,Moderate Low Risk,F00000H455,,
Kotak Income Opp Reg Mn Div,Moderate Low Risk,F00000H457,,
Kotak Income Opp Reg Qt Div,Moderate Low Risk,F00000H458,,
Kotak Income Opp Reg Wk Div,Moderate Low Risk,F00000H456,,
Kotak India US Equity Fund Dir Div,High Risk,F00000SCNO,,
Kotak India US Equity Fund Dir Gr,High Risk,F00000SCNN,,
Kotak India US Equity Fund Reg Div,High Risk,F00000SCNM,,
Kotak India US Equity Fund Reg Gr,High Risk,F00000SCNL,,
Kotak Infra & Econ Reform Dir Div,High Risk,F00000PE52,,
Kotak Infra & Econ Reform Dir Gr,High Risk,F00000PD3P,,
Kotak Infra & Econ Reform Reg Div,High Risk,F000001A2Q,,
Kotak Infra & Econ Reform Reg Gr,High Risk,F000001A2P,,
Kotak Liquid A Dir Dl Div,Low Risk,F00000PCZ6,,
Kotak Liquid A Dir Gr,Low Risk,F00000PCZ7,,
Kotak Liquid A Dir Wk Div,Low Risk,F00000PCZ9,,
Kotak Liquid A Reg Dl Div,Low Risk,F0GBR06RX9,,
Kotak Liquid A Reg Gr,Low Risk,F0GBR06RXB,,
Kotak Liquid A Reg Wk Div,Low Risk,F0GBR06RXC,,
Kotak Liquid Instl Gr,Low Risk,F0GBR06RXE,,
Kotak Liquid Reg Gr,Low Risk,F0GBR06RXG,,
Kotak Liquid Reg Wk Div Reinv,Low Risk,F0GBR06RXI,,
Kotak Low Duration Dir Bns,Moderate Risk,F00000PFKV,,
Kotak Low Duration Dir Gr,Moderate Risk,F00000PD3S,,
Kotak Low Duration Dir Mn Div,Moderate Risk,F00000PD3Q,,
Kotak Low Duration Dir Wk Div,Moderate Risk,F00000PD3N,,
Kotak Low Duration Reg Bns,Moderate Risk,F00000P08J,,
Kotak Low Duration Reg Gr,Moderate Risk,F00000214Q,,
Kotak Low Duration Reg Mn Div,Moderate Risk,F00000212O,,
Kotak Low Duration Reg Wk Div,Moderate Risk,F00000213K,,
Kotak Low Duration Retl Gr,Moderate Risk,F000002132,,
Kotak Low Duration Retl Mn Div,Moderate Risk,F00000212N,,
Kotak Low Duration Retl Wk Div,Moderate Risk,F00000212U,,
Kotak M/T Dir Ann Div,Moderate Risk,F00000T2G5,,
Kotak M/T Dir Gr,Moderate Risk,F00000T2G4,,
Kotak M/T Dir Qt Div,Moderate Risk,F00000T2G6,,
Kotak M/T Reg Ann Div,Moderate Risk,F00000T2G2,,
Kotak M/T Reg Qt Div,Moderate Risk,F00000T2G3,,
Kotak M/T Reg Reg Gr,Moderate Risk,F00000T2G1,,
Kotak Midcap Dir Div,Moderate High Risk,F00000PCZ8,,
Kotak Midcap Dir Gr,Moderate High Risk,F00000PCZA,,
Kotak Midcap Reg Div,Moderate High Risk,F0GBR06RXJ,,
Kotak Midcap Reg Gr,Moderate High Risk,F0GBR06RXK,,
Kotak MIP Dir Gr,Moderate Risk,F00000PH22,,
Kotak MIP Dir Mn Div,Moderate Risk,F00000PPPX,,
Kotak MIP Dir Qt Div,Moderate Risk,F00000PJJG,,
Kotak MIP Reg Gr,Moderate Risk,F0GBR06RX5,,
Kotak MIP Reg Mn Div,Moderate Risk,F0GBR06RX6,,
Kotak MIP Reg Qt Div,Moderate Risk,F0GBR06RX7,,
Kotak Multi Asset Allocation Dir Ann Div,Moderate Risk,F00000PCZB,,
Kotak Multi Asset Allocation Dir Gr,Moderate Risk,F00000PCZC,,
Kotak Multi Asset Allocation Dir Mn Div,Moderate Risk,F00000PCZD,,
Kotak Multi Asset Allocation Dir Qt Div,Moderate Risk,F00000PCZE,,
Kotak Multi Asset Allocation Reg Ann Div,Moderate Risk,F00000LPRW,,
Kotak Multi Asset Allocation Reg Gr,Moderate Risk,F00000LPRL,,
Kotak Multi Asset Allocation Reg Mn Div,Moderate Risk,F00000LPRU,,
Kotak Multi Asset Allocation Reg Qt Div,Moderate Risk,F00000LPRV,,
Kotak Opportunities Dir Div,Moderate High Risk,F00000PCZF,,
Kotak Opportunities Dir Gr,Moderate High Risk,F00000PCZH,,
Kotak Opportunities Reg Div,Moderate High Risk,F0GBR06RXM,,
Kotak Opportunities Reg Gr,Moderate High Risk,F0GBR06RXN,,
Kotak Select Focus Dir Div,Moderate High Risk,F00000PFJE,,
Kotak Select Focus Dir Gr,Moderate High Risk,F00000PCZG,,
Kotak Select Focus Reg Div,Moderate High Risk,F000003ZCI,,
Kotak Select Focus Reg Gr,Moderate High Risk,F000003ZCE,,X
Kotak Taxsaver Dir Div,Moderate High Risk,F00000PCZJ,,
Kotak Taxsaver Dir Gr,Moderate High Risk,F00000PCZI,,
Kotak Taxsaver Reg Div,Moderate High Risk,F0GBR06RXP,,
Kotak Taxsaver Reg Gr,Moderate High Risk,F0GBR06RXO,,
Kotak Treasury Advantage Fund Dir Dl Div,Moderate Low Risk,F00000PCYS,,
Kotak Treasury Advantage Fund Dir Gr,Moderate Low Risk,F00000PCYR,,
Kotak Treasury Advantage Fund Dir Mn Div,Moderate Low Risk,F00000PCYQ,,
Kotak Treasury Advantage Fund Dir Wk Div,Moderate Low Risk,F00000PCYT,,
Kotak Treasury Advantage Fund Reg Dl Div,Moderate Low Risk,F000002FQ4,,
Kotak Treasury Advantage Fund Reg Gr,Moderate Low Risk,F0GBR06RW6,,
Kotak Treasury Advantage Fund Reg Mn Div,Moderate Low Risk,F0GBR06RW7,,
Kotak Treasury Advantage Fund Reg Wk Div,Moderate Low Risk,F0GBR06RW8,,
Kotak World Gold Dir Div,High Risk,F00000PD3R,,
Kotak World Gold Dir Gr,High Risk,F00000PD3U,,
Kotak World Gold Std Div,High Risk,F0000020YJ,,
Kotak World Gold Std Gr,High Risk,F000002101,,
L&T Arbitrage Opportunities Dir Bns,Moderate Low Risk,F00000TWOE,,
L&T Arbitrage Opportunities Dir Gr,Moderate Low Risk,F00000TUTT,,
L&T Arbitrage Opportunities Dir Mth Div,Moderate Low Risk,F00000TUTU,,
L&T Arbitrage Opportunities Dir Qtr Div,Moderate Low Risk,F00000TUTV,,
L&T Arbitrage Opportunities Reg Bns,Moderate Low Risk,F00000TUTS,,
L&T Arbitrage Opportunities Reg Gr,Moderate Low Risk,F00000TUTP,,
L&T Arbitrage Opportunities Reg Mth Div,Moderate Low Risk,F00000TUTQ,,
L&T Arbitrage Opportunities Reg Qtr Div,Moderate Low Risk,F00000TUTR,,
L&T Business Cycles Dir Div,Moderate High Risk,F00000U5IU,,
L&T Business Cycles Dir Gr,Moderate High Risk,F00000U5IT,,
L&T Business Cycles Reg Div,Moderate High Risk,F00000U5IS,,
